,Gender,loan_amount,income,Credit_Score,age,Region,Status
316,2,266500,4080.0,674,3,0,1
317,2,226500,5580.0,823,1,0,1
318,2,146500,2160.0,527,6,0,1
319,2,776500,23340.0,534,3,0,1
320,2,1006500,17400.0,745,1,2,1
321,2,216500,8340.0,581,1,2,1
322,2,226500,3240.0,838,5,3,1
323,2,106500,4620.0,672,2,0,1
324,2,426500,5820.0,718,4,0,1
325,2,136500,2040.0,586,6,0,1
326,2,266500,2820.0,716,5,0,1
327,2,86500,2160.0,701,2,2,1
328,2,426500,5880.0,657,2,3,1
329,2,426500,9780.0,636,1,3,1
330,2,306500,3960.0,691,3,0,1
331,2,96500,2280.0,624,2,0,1
332,2,266500,4620.0,832,4,0,1
333,2,446500,0.0,859,2,0,1
334,2,876500,11940.0,522,3,0,1
335,2,686500,6480.0,727,2,0,1
336,2,186500,5940.0,581,2,2,1
337,2,356500,4260.0,864,6,0,1
338,2,586500,8640.0,878,2,2,1
339,2,956500,23460.0,746,2,3,1
340,2,566500,10080.0,834,1,0,1
341,2,226500,2520.0,715,0,2,1
342,2,476500,8640.0,500,3,1,1
343,2,176500,4500.0,573,1,3,1
344,2,176500,3120.0,502,4,0,1
345,2,106500,3480.0,592,3,0,1
346,2,346500,10440.0,804,0,0,1
347,2,366500,5580.0,560,2,0,1
348,2,126500,2340.0,511,0,0,1
349,2,426500,4560.0,561,6,2,1
350,2,396500,7560.0,644,3,0,1
351,2,406500,6120.0,888,1,0,1
352,2,266500,8400.0,848,3,0,1
353,2,486500,9420.0,500,1,0,1
354,2,736500,29580.0,752,2,2,1
355,2,246500,11700.0,550,3,0,1
356,2,306500,5460.0,737,3,0,1
357,2,366500,11700.0,760,1,3,1
358,2,206500,3840.0,609,3,0,1
359,2,436500,5340.0,556,0,0,1
360,2,216500,6000.0,639,2,0,1
361,2,316500,7020.0,743,3,0,1
362,2,76500,2040.0,733,6,0,1
363,2,486500,6120.0,758,1,0,1
364,2,306500,5580.0,847,0,0,1
365,2,296500,0.0,580,1,0,1
366,2,526500,5220.0,776,2,3,1
367,2,116500,4560.0,880,3,3,1
368,2,306500,5460.0,833,2,3,1
369,2,256500,3300.0,552,6,0,1
370,2,446500,18240.0,707,4,3,1
371,2,166500,2340.0,755,4,3,1
372,2,516500,7140.0,840,2,3,1
373,2,206500,5340.0,669,1,0,1
374,2,236500,3420.0,686,4,0,1
375,2,286500,3660.0,833,4,0,1
376,2,306500,5220.0,543,0,3,1
377,2,306500,7200.0,508,1,0,1
378,2,316500,3720.0,642,2,3,1
379,2,326500,5700.0,704,1,3,1
380,2,186500,0.0,706,6,0,1
381,2,116500,2520.0,667,5,0,1
382,2,356500,5820.0,734,1,3,1
383,2,226500,4620.0,668,2,0,1
384,2,366500,6240.0,667,1,0,1
385,2,296500,7500.0,796,1,0,1
386,2,176500,4320.0,771,0,0,1
387,2,196500,3540.0,657,6,0,1
388,2,1276500,23100.0,776,6,0,1
389,2,156500,12420.0,579,2,0,1
390,2,106500,1860.0,599,4,2,1
391,2,546500,7620.0,789,5,0,1
392,2,266500,8280.0,787,2,3,1
393,2,216500,3000.0,668,0,0,1
394,2,396500,3780.0,605,0,0,1
395,2,466500,6780.0,874,3,3,1
396,2,286500,5580.0,637,2,0,1
397,2,156500,2580.0,630,6,0,1
398,2,196500,7140.0,825,2,0,1
399,2,136500,2280.0,656,5,0,1
400,2,126500,5700.0,726,0,0,1
401,2,396500,5520.0,552,2,0,1
402,2,846500,34260.0,571,1,0,1
403,2,136500,3900.0,664,1,0,1
404,2,486500,5520.0,737,4,0,1
405,2,276500,4800.0,632,2,3,1
406,2,476500,5760.0,804,0,3,1
407,2,276500,0.0,833,1,0,1
408,2,336500,4020.0,568,3,0,1
409,2,366500,6480.0,671,2,3,1
410,2,176500,2340.0,897,4,0,1
411,2,236500,5520.0,564,3,2,1
412,2,86500,1320.0,570,6,0,1
413,2,86500,2160.0,529,3,0,1
414,2,256500,5760.0,641,0,0,1
415,2,376500,3840.0,727,2,0,1
416,2,446500,5340.0,652,4,3,1
417,2,426500,5400.0,701,1,0,1
418,2,216500,0.0,550,0,3,1
419,2,286500,3360.0,597,1,0,1
420,2,566500,15240.0,721,2,0,1
421,2,836500,7500.0,889,1,0,1
422,2,326500,7140.0,656,2,0,1
423,2,256500,4800.0,679,2,0,1
424,2,136500,5040.0,640,2,0,1
425,2,766500,9240.0,548,0,0,1
426,2,216500,2640.0,643,3,0,1
427,2,396500,7440.0,797,4,0,1
428,2,256500,7680.0,806,3,0,1
429,2,156500,2040.0,682,2,0,1
430,2,196500,3300.0,852,1,0,1
431,2,526500,26880.0,583,3,0,1
432,2,176500,4140.0,528,4,2,1
433,2,486500,7260.0,825,2,0,1
434,2,486500,0.0,880,6,0,1
435,2,356500,6180.0,512,4,0,1
436,2,386500,13140.0,796,3,0,1
437,2,146500,5880.0,802,3,0,1
438,2,126500,2520.0,772,2,0,1
439,2,266500,3900.0,839,0,0,1
440,2,436500,5760.0,788,1,0,1
441,2,286500,6300.0,761,3,0,1
442,2,66500,2220.0,602,6,0,1
443,2,226500,6720.0,621,1,3,1
444,2,696500,11460.0,877,0,0,1
445,2,876500,10620.0,852,0,0,1
446,2,486500,12600.0,611,1,0,1
447,2,56500,5220.0,721,3,0,1
448,2,366500,9000.0,891,1,0,1
449,2,346500,7080.0,762,1,0,1
450,2,206500,3120.0,881,3,0,1
451,2,556500,12420.0,798,3,0,1
452,2,126500,1740.0,884,4,0,1
453,2,966500,52860.0,761,4,0,1
454,2,616500,14040.0,770,1,3,1
455,2,256500,4560.0,644,4,3,1
456,2,276500,4200.0,788,1,0,1
457,2,146500,3420.0,593,2,0,1
458,2,716500,13740.0,767,0,0,1
459,2,176500,1680.0,730,5,3,1
460,2,146500,2280.0,611,0,3,1
461,2,446500,6840.0,548,2,3,1
462,2,216500,5100.0,500,0,3,1
463,2,136500,6300.0,667,3,2,1
464,2,176500,2520.0,565,4,0,1
465,2,176500,2940.0,817,3,2,1
466,2,316500,5520.0,630,3,2,1
467,2,466500,6120.0,647,2,3,1
468,2,556500,8460.0,827,1,0,1
469,2,336500,7860.0,859,0,3,1
470,2,106500,2700.0,536,6,0,1
471,2,256500,3600.0,887,0,0,1
472,2,416500,6120.0,776,1,0,1
473,2,216500,4620.0,597,3,0,1
474,2,456500,5760.0,745,3,3,1
475,2,566500,8040.0,528,0,3,1
476,2,396500,5940.0,548,4,2,1
477,2,346500,9720.0,724,0,0,1
478,2,546500,11400.0,841,0,0,1
479,2,246500,4500.0,853,2,3,1
480,2,166500,3060.0,864,2,0,1
481,2,606500,6240.0,700,6,3,1
482,2,206500,4980.0,705,1,3,1
483,2,476500,5820.0,592,2,2,1
484,2,296500,2880.0,654,3,0,1
485,2,246500,9060.0,896,3,0,1
486,2,326500,4980.0,863,0,0,1
487,2,96500,4920.0,822,6,0,1
488,2,586500,8400.0,626,3,0,1
489,2,136500,2280.0,722,4,0,1
490,2,316500,10680.0,588,1,1,1
491,2,576500,0.0,629,1,0,1
492,2,306500,4860.0,604,1,3,1
493,2,546500,10980.0,544,0,0,1
494,2,186500,3480.0,588,3,0,1
495,2,306500,6240.0,545,2,3,1
496,2,226500,3120.0,607,4,3,1
497,2,106500,3600.0,719,3,0,1
498,2,426500,4740.0,538,3,0,1
499,2,296500,0.0,729,6,0,1
500,2,466500,3360.0,775,3,2,1
501,2,446500,8520.0,555,0,0,1
502,2,606500,12540.0,585,2,0,1
503,2,186500,2280.0,806,1,0,1
504,2,706500,10740.0,585,3,0,1
505,2,646500,18780.0,895,2,0,1
506,2,276500,4860.0,529,2,0,1
507,2,256500,3120.0,794,1,3,1
508,2,116500,5280.0,756,1,0,1
509,2,86500,8520.0,778,2,3,1
510,2,246500,0.0,703,1,0,1
511,2,226500,0.0,765,3,0,1
512,2,566500,8100.0,809,1,3,1
513,2,506500,0.0,869,2,0,1
514,2,346500,3840.0,671,2,2,1
515,2,1236500,19380.0,682,1,0,1
516,2,496500,11100.0,694,2,0,1
517,2,536500,4620.0,880,0,0,1
518,2,256500,4500.0,780,6,0,1
519,2,516500,7380.0,660,1,0,1
520,2,186500,15000.0,875,2,1,1
521,2,256500,3360.0,518,0,0,1
522,2,356500,5460.0,878,1,0,1
523,2,236500,6720.0,690,1,0,1
524,2,356500,6660.0,683,1,3,1
525,2,216500,2700.0,516,0,0,1
526,2,416500,0.0,652,2,3,1
527,2,186500,2820.0,731,6,0,1
528,2,256500,6840.0,872,4,0,1
529,2,56500,4500.0,680,3,0,1
530,2,166500,2760.0,656,4,2,1
531,2,466500,4500.0,831,1,3,1
532,2,246500,2460.0,622,2,0,1
533,2,196500,2700.0,557,2,0,1
534,2,476500,10320.0,897,0,2,1
535,2,326500,2700.0,627,2,0,1
536,2,616500,7200.0,827,0,3,1
537,2,46500,540.0,563,2,2,1
538,2,386500,5040.0,554,0,3,1
539,2,566500,16800.0,868,4,0,1
540,2,196500,4620.0,620,1,3,1
541,2,336500,6420.0,752,2,3,1
542,2,446500,0.0,569,3,0,1
543,2,116500,5580.0,539,0,0,1
544,2,406500,4980.0,879,3,0,1
545,2,386500,6300.0,860,1,3,1
546,2,296500,6240.0,502,0,3,1
547,2,516500,4860.0,667,0,0,1
548,2,216500,9060.0,810,2,0,1
549,2,226500,2100.0,669,6,0,1
550,2,436500,17160.0,725,2,0,1
551,2,116500,2700.0,697,2,0,1
552,2,186500,3060.0,754,4,0,1
553,2,316500,8400.0,676,1,1,1
554,2,76500,0.0,655,2,0,1
555,2,406500,10200.0,838,3,0,1
556,2,446500,14340.0,561,3,0,1
557,2,216500,8400.0,881,4,0,1
558,2,576500,10560.0,830,2,2,1
559,2,46500,1200.0,704,6,0,1
560,2,246500,4920.0,628,3,0,1
561,2,196500,2460.0,557,0,3,1
562,2,486500,8760.0,597,1,0,1
563,2,136500,3000.0,873,3,3,1
564,2,726500,9300.0,866,2,0,1
565,2,86500,3000.0,868,1,2,1
566,2,246500,4800.0,650,0,0,1
567,2,566500,18960.0,750,1,0,1
568,2,386500,5100.0,799,0,0,1
569,2,486500,6300.0,684,3,0,1
570,2,346500,9360.0,646,2,0,1
571,2,116500,1860.0,851,4,0,1
572,2,306500,8340.0,684,2,0,1
573,2,726500,13920.0,849,1,0,1
574,2,366500,3300.0,782,4,0,1
575,2,396500,14820.0,630,2,0,1
576,2,1366500,39480.0,519,2,3,1
577,2,426500,4200.0,513,1,3,1
578,2,156500,3000.0,889,3,0,1
579,2,566500,5940.0,740,4,0,1
580,2,436500,12960.0,730,2,0,1
581,2,256500,4320.0,575,2,3,1
582,2,276500,4140.0,660,2,0,1
583,2,226500,6720.0,634,2,0,1
584,2,336500,6600.0,891,1,0,1
585,2,346500,4860.0,859,4,0,1
586,2,246500,3600.0,710,1,0,1
587,2,566500,7020.0,768,1,3,1
588,2,286500,5340.0,837,0,0,1
589,2,106500,5100.0,713,3,0,1
590,2,106500,4320.0,744,4,0,1
591,2,626500,7200.0,603,6,1,1
592,2,106500,2880.0,697,2,0,1
593,2,226500,3660.0,502,4,0,1
594,2,96500,2340.0,808,0,0,1
595,2,246500,18000.0,888,3,3,1
596,2,136500,1440.0,898,4,2,1
597,2,196500,3600.0,740,2,0,1
598,2,336500,0.0,866,0,0,1
599,2,146500,2280.0,834,1,0,1
600,2,216500,3960.0,742,2,3,1
601,2,616500,7200.0,796,0,0,1
602,2,396500,9840.0,840,0,0,1
603,2,356500,3360.0,811,1,0,1
604,2,326500,4380.0,576,1,3,1
605,2,176500,4200.0,736,2,0,1
606,2,306500,3180.0,818,4,0,1
607,2,356500,4140.0,546,0,0,1
608,2,166500,2340.0,680,3,0,1
609,2,586500,12000.0,709,1,0,1
610,2,206500,15900.0,663,1,3,1
611,2,396500,4680.0,773,2,3,1
612,2,566500,7920.0,793,4,2,1
613,2,366500,6720.0,669,6,0,1
614,2,206500,6060.0,661,3,0,1
615,2,406500,4440.0,663,0,0,1
616,2,576500,9120.0,573,1,0,1
617,2,416500,4200.0,554,2,3,1
618,2,486500,5940.0,611,1,0,1
619,2,246500,0.0,586,0,3,1
620,2,316500,19980.0,573,1,3,1
621,2,226500,3180.0,508,2,3,1
622,2,426500,6840.0,712,1,0,1
623,2,686500,14640.0,890,6,0,1
624,2,476500,0.0,808,1,0,1
625,2,726500,10320.0,898,0,0,1
626,2,706500,7260.0,744,4,0,1
627,2,296500,4440.0,683,2,0,1
628,2,406500,5100.0,621,0,3,1
629,2,226500,5280.0,799,4,0,1
630,2,246500,8400.0,724,1,3,1
631,2,206500,2400.0,756,3,0,1
632,2,406500,5160.0,702,0,0,1
633,2,96500,2460.0,511,3,0,1
634,2,636500,7860.0,591,0,0,1
635,2,1086500,19200.0,706,1,0,1
636,2,456500,6900.0,617,2,0,1
637,2,416500,3780.0,504,4,2,1
638,2,346500,12300.0,864,2,3,1
639,2,506500,10080.0,722,3,0,1
640,2,1446500,15720.0,547,2,0,1
641,2,366500,12480.0,525,1,3,1
642,2,146500,2700.0,646,5,0,1
643,2,216500,0.0,631,5,3,1
644,2,156500,4620.0,512,0,0,1
645,2,436500,8760.0,691,0,0,1
646,2,336500,0.0,829,3,2,1
647,2,316500,8460.0,806,2,0,1
648,2,886500,22080.0,652,3,0,1
649,2,216500,2880.0,785,2,0,1
650,2,206500,4140.0,552,3,0,1
651,2,256500,5520.0,756,3,0,1
652,2,526500,14880.0,530,3,3,1
653,2,156500,3720.0,777,6,0,1
654,2,376500,6600.0,818,2,0,1
655,2,276500,6480.0,795,4,3,1
656,2,326500,4860.0,745,1,0,1
657,2,376500,4440.0,669,0,0,1
658,2,266500,3600.0,563,1,0,1
659,2,236500,7980.0,779,2,0,1
660,2,306500,6300.0,771,0,3,1
661,2,446500,7020.0,673,2,2,1
662,2,786500,9060.0,889,3,3,1
663,2,226500,10620.0,510,3,0,1
664,2,616500,8160.0,544,1,3,1
665,2,176500,12240.0,788,4,0,1
666,2,126500,3840.0,860,0,0,1
667,2,716500,58200.0,581,3,3,1
668,2,306500,3000.0,671,4,3,1
669,2,106500,5580.0,841,0,0,1
670,2,106500,2400.0,521,4,0,1
671,2,226500,4140.0,800,3,0,1
672,2,636500,7500.0,743,1,0,1
673,2,516500,9300.0,846,0,3,1
674,2,166500,6780.0,830,4,0,1
675,2,366500,5520.0,789,2,0,1
676,2,176500,8220.0,897,2,0,1
677,2,516500,0.0,632,2,0,1
678,2,1756500,22560.0,797,0,3,1
679,2,66500,2940.0,614,1,0,1
680,2,236500,15480.0,602,3,0,1
681,2,66500,2160.0,585,4,0,1
682,2,176500,6660.0,885,3,0,1
683,2,236500,5640.0,699,1,0,1
684,2,506500,0.0,533,3,2,1
685,2,256500,3240.0,789,0,0,1
686,2,316500,4020.0,513,0,0,1
687,2,656500,11640.0,504,1,0,1
688,2,226500,3240.0,776,0,0,1
689,2,306500,2940.0,591,4,3,1
690,2,556500,10800.0,769,2,0,1
691,2,146500,3120.0,677,2,0,1
692,2,256500,0.0,885,3,0,1
693,2,236500,6000.0,539,1,0,1
694,2,246500,0.0,520,1,3,1
695,2,306500,26340.0,516,3,0,1
696,2,586500,9480.0,879,1,3,1
697,2,136500,5880.0,754,3,0,1
698,2,286500,14700.0,567,2,3,1
